Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Chile,CHL,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,4.867407924,12.37643131,7.5933061,1.401128237,0.055313264,7.647083841,2.684311881,4.062593179,3.7967781,1.901963395,9.916900417,-2.169488832,-7.116795738,5.663893343,-21.81209999,3.941418785,5.871325963,7.262456938,9.111380256,8.191019639,6.283486473,-14.68419961,-0.765201357,7.058157799,4.753114181,5.790019375,4.224003178,8.270365238,8.7168403,1.667550948,7.364553382,9.248728776,7.636800284,4.480971038,8.365895775,10.19780664,5.805256219,1.169979153,-2.126341976,3.018203659,1.156676458,0.015317209,2.040757307,3.241178195,1.517017351,3.132315839,0.297613203,-1.005175032,-1.689262572,2.183043261,2.493677201,6.304673568,3.31109264,0.858389775,1.161587476,-0.340899574,-0.485033349,5.125988299,-0.953675886,-3.441580109,1.188655545,-2.560083685,2.085102976,3.464076099
China,CHN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,-41.90000001,-10.59999997,14.49999999,25.50000002,24.00000002,22.19999998,-14.29999999,-9.200000027,33.00000004,34.59999998,12.4,6.700000017,8.300000004,1.400000002,15.69999998,-2.399999994,13.20000001,15.2960144,8.22470013,13.48960714,1.883293893,5.575464624,10.38389387,14.42346389,18.40017715,10.21821277,13.59537087,14.33917171,3.74883613,3.174669461,13.78537046,21.03404566,19.74461989,18.1416636,13.82515974,12.09219828,10.47803068,8.903053635,8.203147969,9.473841434,8.491270534,9.894748774,12.66723649,11.14592233,12.12839131,13.45069554,15.05071425,9.838989907,10.29280498,12.6835957,10.6886752,8.363640405,7.987214292,7.155565422,5.926763764,6.03148306,5.868289508,5.792406827,4.552304599,2.133488579,8.209831009,2.300720428,4.372255036,5.319442228
Cote d'Ivoire,CIV,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.885672866,-4.003464738,-7.649659259,-1.430141836,28.83545941,4.502016543,8.295765744,5.133076398,9.025804036,9.22062479,22.3189674,-5.781050151,5.26380587,12.03306038,18.46136534,2.800000001
Cameroon,CMR,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,5.268365904,1.299073916,12.04056309,6.534268452,-1.303178149,12.05707464,-3.426746571,4.182621101,5.420501531,3.65253521,7.676607156,18.33702675,10.44205544,43.65964504,8.856509201,30.67980832,17.99094011,18.34355724,4.920630685,8.639538003,6.091910737,0.514444971,-7.086134383,-2.301119601,-6.800000273,-6.599996729,-10.40000144,-9.941228516,-1.807536612,-5.550121746,1.513048978,-0.577588165,6.259798966,2.267865935,2.075338709,1.872854139,12.76875959,0.921420142,7.158623579,-2.853401114,4.687754723,-1.648315004,-0.179185716,-0.816381617,-1.532962004,-1.506490073,6.597386028,3.099047781,1.625543303,6.416112906,4.953284295,1.410120817,2.932534943,3.761342719,2.829527459,3.978256567,3.388296178,3.009410872,1.922965803
"Congo, Dem. Rep.",COD,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,13.83324368,18.97992429,7.099332911,0.284018578,9.119908046,6.530513051,-4.410328697,-8.875703225,-2.007115973,-7.854955734,-6.850871568,4.850306663,0.492228465,-3.376206535,3.954592302,12.49585162,0.312373763,4.832294819,0.931082665,-1.926674307,-4.38679049,-18.9090184,-19.87818078,-29.92398276,-14.49704272,-2.076121719,-10.36513636,5.876742114,-19.83930946,-2.0367379,5.916667156,10.61193358,-8.068686601,5.077167171,2.422786548,5.749514173,14.22843926,2.597636021,4.471896575,4.453670601,1.569790033,28.66857557,15.65797081,8.957015369,10.45098692,14.62601452,5.911433929,0.495506135,7.73646372,12.1165112,4.107076864,4.218708745,7.777680136,15.65619174,14.61413275,10.05191505
"Congo, Rep.",COG,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,13.8758354,4.94169007,-4.036236414,3.504920457,10.15807969,5.533075411,26.21414575,0.558958644,3.57509127,15.25751997,0.982978553,6.782757162,14.52155604,24.8849654,26.37392615,9.841570584,-19.97865568,4.471748004,24.48702568,24.75253314,-3.798453533,40.73228151,17.47967481,8.581314853,-4.843849582,-8.626255867,1.589931165,2.977126795,10.35903348,4.443183957,0.339037781,3.087767595,4.846940543,-3.124043668,5.077338404,6.418233925,12.45618209,5.640611364,3.159227992,2.951334381,-3.128131398,1.371711261,-3.771073645,2.051636698,11.29433025,8.694002449,-16.26179158,10.65843069,15.96970913,13.1882958,-2.145008009,7.211173155,-3.627352521,6.175162847,-1.41109251,-18.67080643,6.001871435,-4.315792902,0.264272729,-2.44734467,-3.307231476,-0.617116951,0.747643644,0.272361462
Colombia,COL,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,3.131302409,7.436922896,5.036266593,7.799348535,5.002659059,7.091798561,10.03697493,9.671400943,5.277221109,0.139593909,4.428674015,1.474835568,7.611416726,5.289049246,3.559768077,-0.906403941,-0.404550161,3.39756697,6.880135299,5.963779989,10.32323684,6.101219815,3.753892521,4.622556563,2.449068358,2.722689749,-0.444321469,4.23639528,3.647792787,5.543018103,-2.686431012,1.335912535,0.707501024,-7.230100902,3.175887202,0.805278698,2.848429957,4.832421511,6.203283933,4.275975904,7.09972254,6.07253886,3.813530101,0.993091537,3.260214205,7.231806359,3.035928203,4.712534891,3.387839747,2.093281264,1.705664248,-2.154021053,0.289157469,0.195554936,-14.69059169,8.105739442,6.244226165,-1.30472202,-1.336353952
Comoros,COM,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.866103417,6.383855025,4.819976771,4.108956602,2.283813747,1.864296553,1.638646521,2.688442211,-3.180817225,5.092241597,-5.394573364,8.527854268,3.005699118,-5.275125057,3.608577372,-1.289674878,4.029103427,1.282244115,1.92314832,10.85127308,2.333070452,2.321623531,2.105758669,1.920949103,2.834655167,2.648016187,1.265569649,5.913053291,-2.828756359,20.44945222,-6.878244775,4.925905443,7.302602088,1.594322733,5.361526468,-5.338591749,-7.489128339,1.843232604,3.933516746,-7.479600096,2.728648444,20.67624177,4.000416529,3.753418038
Cabo Verde,CPV,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,11.96419988,-1.115938267,20.29466613,-1.216715407,15.71647379,2.045114044,11.44094698,3.215408057,10.4587035,1.098038818,2.935953519,15.52768684,3.669905816,18.90408094,7.511181972,14.49810437,1.094045222,11.57262027,2.23902231,8.055817561,-8.856556468,6.036638868,1.188913452,7.270061571,11.17254725,7.840790531,13.84105284,18.74609628,-5.91248549,-3.210399786,0.846167899,-4.637106942,3.679854923,4.714524653,-3.592159202,-13.0003464,4.887431358,3.466775663,3.917858846,-17.8229022,0.373782003,7.508893401,2.965673192,4.372868244
Costa Rica,CRI,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,-1.052804739,8.445552785,9.627472023,6.222905887,19.5892575,7.904007045,7.049581719,13.05632326,6.187305064,8.898944198,10.01603732,12.47680891,8.518409427,11.55746159,3.547445258,8.731613325,10.53291265,7.546727146,5.926410701,1.16015652,-4.20399023,-13.48422059,4.081716206,11.28505684,1.495122297,6.543618318,5.06635288,1.925709309,4.825565425,2.27405078,3.299090398,10.89810788,5.949901166,3.611412125,4.259274964,-3.071490806,7.517858972,8.176658257,2.421386568,3.744301264,2.830212568,2.806625059,2.545280008,4.440369338,3.264116033,5.861721199,6.355335043,0.827186918,-5.773889628,3.222945066,2.95957964,3.841926079,-3.428920328,1.040898413,1.356956087,2.875281722,1.894642272,2.644665509,-0.282913771,2.142947101,12.1321093,2.050352182,8.348817284,4.102068789
Caribbean small states,CSS,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,-2.667432894,0.313766756,-5.037285499,8.291959282,0.49327109,0.136266916,1.785013209,-2.400228143,-3.290322355,6.069825231,-2.287971677,6.41985085,6.165398192,6.575624708,4.983867255,9.11165176,2.751277268,5.018751058,15.97223805,6.13172818,9.294337739,12.61126832,1.922830331,2.624830269,-3.671017843,-0.91889504,-1.343437261,-2.290351339,1.52307801,-0.1480469,-0.863308037,-2.49473107,-0.299853604,-1.17083253,-1.089208335,3.364301008,8.494372156,31.0531954,18.11121129,
Cuba,CUB,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,8.596780651,4.817601219,3.408726503,0.96601772,9.57113068,5.454186308,8.588388072,6.482829743,1.103184017,-4.268006838,19.35118856,8.055784084,5.327395549,8.602920862,5.243557414,-4.496656605,-5.707247878,7.49930064,4.86652605,1.946436267,-18.42911541,-27.00428845,-19.41517461,4.987578385,9.425709178,13.76507376,5.329960703,-6.336749718,7.10274098,7.73176779,-1.739325962,0.445557216,0.037523452,3.320919516,7.767934705,13.4132216,3.481600136,4.064623933,0.685619717,-1.311026318,0.852582532,4.51194338,3.55530474,-2.897366031,8.794312974,-1.885446042,2.1995096,2.52333482,-3.631284916,-8.1532587,-6.753909387,-6.319981355,-0.9194159,
Curacao,CUW,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.079732545,1.510568234,-18.51625406,-14.52437871,-1.852397787,1.30455623,1.677605173,2.145278745,2.983876859,4.540253908,2.591426546,5.10186706,7.805351297,-1.367298245,6.391385032,3.447181924,,
Cyprus,CYP,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,31.96765486,24.95914504,10.95129505,10.40071413,4.830529585,-3.284119254,2.184794295,1.983505323,4.874973913,1.710020992,1.491825892,6.789549496,6.336025523,4.335321247,5.00197227,2.231808709,5.063293564,-3.160474025,2.6685859,3.017126034,-1.888498088,-0.024184128,1.722332512,2.525558736,-0.0593345,5.707781788,6.605194233,8.831788528,6.623735104,3.612075912,3.822100751,5.996723277,-1.139895119,-12.33498368,-5.06385575,-8.783841336,-11.67556042,-14.82622725,-5.590911527,3.18826871,14.99165402,9.721005019,13.10751733,10.5314818,-3.643518147,-0.03387285,-9.180108809,3.262541055,4.563950597
Czechia,CZE,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.584946818,7.71875865,4.323156293,-4.992295783,-2.450615146,-1.762741187,3.071838468,2.535905324,4.477821569,0.967269049,7.422368912,9.845398376,13.16066209,5.268277396,5.825610572,-8.708383415,6.381065768,4.498089614,-3.854242102,-1.937072145,3.453735422,4.885028129,1.494852556,6.061630399,1.331727967,2.432855866,-9.226098623,1.531662492,3.054358492,-1.931917843,-0.991834734
Germany,DEU,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.203473271,-5.409341311,2.926342448,-1.078998716,-3.22579936,1.613569203,-0.119664888,0.38296614,3.602309873,-1.065513306,-2.870790421,-0.539819577,2.532260697,0.041153208,4.942198711,3.540096071,-1.301881327,-13.70310506,14.63488166,5.035212982,0.169184394,-1.15782972,4.07323282,0.667014966,3.612512462,3.43679966,1.043238339,-1.336807206,-5.682056372,3.863504168,-3.235067453,-0.000542148,-2.957823965
Djibouti,DJI,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.422894711,8.567577121,6.114837744,14.1017412,19.05798194,13.4106509,4.977297015,-1.371129583,3.485097454,5.545640914,9.7
Dominica,DMA,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,15.23491183,-11.38759107,30.08233803,3.807728366,3.825702283,1.129570316,9.262198797,4.318347934,-0.697529709,8.39007863,14.74259202,6.222687687,8.388320831,2.415458937,6.691531373,0.966481596,0.621181263,6.922376278,3.218173213,2.998624484,7.282763533,-4.331950207,21.79909785,-2.01552596,-16.21447326,9.076914619,6.42641129,1.259767937,4.083064403,5.931517929,4.131670484,-9.670848949,1.560386038,-1.079040853,-1.144678368,-7.342657343,3.053173242,-9.259083127,7.835019129,-14.687014,58.738749,1.851785394,-36.71118001,7.237501392,5.440764199,2.43229936,8.834839454
Denmark,DNK,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,5.430158966,7.706070856,5.968571684,4.785715636,4.124350431,6.99943097,-3.656080156,-1.00924533,-4.08583386,3.54428826,1.551569818,0.013550301,2.046007049,3.052634937,-5.209046716,4.550371794,6.225777293,6.193786736,6.137064082,5.515148388,0.265142839,0.455865546,1.735709658,-2.711948872,-0.576869643,1.326079406,-5.379349396,7.861274429,6.185596014,0.224356272,5.123096557,2.293753807,3.072137788,3.839369072,-1.104624556,-1.691194377,-1.02969153,2.741116846,-1.37167322,3.752226427,-2.29679033,-0.419123532,-11.13243048,-1.500194638,2.584494391,0.690977161,0.232850509,-0.156844541,0.673557496,5.140369374,6.839362939,0.972251629,2.471114979,-6.112739646,12.67304858,6.881934686,10.26136107,11.9774888
Dominican Republic,DOM,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,10.04516846,-4.199909972,15.23632935,9.225504181,17.84763249,16.89226398,20.62015446,5.146343127,8.018867923,7.560043667,5.861456486,-2.40891659,7.908633188,4.313189935,3.327514729,-4.424031254,9.1471498,0.921052636,-6.25814863,7.307157374,18.90329013,-0.628878083,5.476331111,-6.094535997,5.043290952,11.48466584,6.543948304,5.235102454,5.721095795,7.233085982,10.8126644,8.320142715,10.36305537,2.831350291,-1.24052308,5.702749881,-2.75629404,3.345291067,7.881230825,9.588648557,4.116974543,1.020421389,-5.525722874,8.644043412,1.109769308,-1.435128304,8.922278458,8.288643231,7.373017476,6.286814558,2.944932328,6.979449476,6.391409046,-6.583922902,17.80809644,1.902889074,-0.524273469,3.004353917
Algeria,DZA,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.083610114,0.013670258,3.799096567,7.576689633,5.070440677,5.959272707,0.428875331,1.73653408,0.053246705,-5.429104032,3.514386006,0.316202459,-2.218210745,-2.985100042,2.83875156,0.626181327,8.314682218,3.434292776,-0.620756218,-0.939947673,-7.387575695,9.51071349,2.802467564,3.877297721,
East Asia & Pacific (excluding high income),EAP,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,-20.55223778,-3.682621066,6.439873871,12.1714583,13.2418249,13.16167272,-5.599331854,0.928575629,21.62727098,22.48924528,10.90720963,8.439299288,9.698649181,4.531336339,10.2577988,5.049389938,11.74341204,10.56960058,9.050652765,10.95936041,4.115619429,3.208894733,7.137642715,9.442203414,7.656238303,8.256354213,9.910570255,11.39993552,4.631339423,4.809696802,11.24467977,14.88411448,15.08124317,15.0248523,12.83312599,11.23633989,8.126354078,2.347492339,6.923096189,8.605066008,6.649357288,8.631800444,10.89798888,9.776213037,10.35842291,11.46268335,12.7520439,8.420651129,8.410061829,11.35663654,9.380249846,7.990495226,7.382562494,6.713547763,5.739950036,5.906378705,5.704795153,5.652885909,4.470700869,1.165070476,7.600828764,2.633303036,4.175275743,5.259391235
Early-demographic dividend,EAR,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,5.901473742,6.002814261,8.581279227,9.365917449,11.96314199,7.863140837,9.777986519,11.1713472,6.202783541,-2.706038836,11.08103741,3.220918086,-1.825822223,4.327198164,0.334036042,4.053852047,-2.815253947,-4.339714873,0.949226654,-1.178763273,3.829769816,3.002769345,3.539071848,3.095606781,7.090278667,6.182700483,3.539176681,2.86809671,4.283833286,2.301970699,6.976148077,4.986938585,1.198809876,0.805355481,5.434955525,-0.445964757,1.685047395,5.93069696,6.545354948,5.776008631,6.413550782,4.52573877,2.868996899,-1.62990356,6.506538637,4.411699597,2.871130567,2.356777144,3.451025901,3.8504865,4.244364146,4.263102216,3.020644068,-0.064335202,-3.879949586,8.49474885,4.841371936,3.942305899,2.191566012
East Asia & Pacific,EAS,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,-18.85582339,-1.763446078,7.524867619,12.17215092,13.71009491,13.549738,-2.113981182,4.325673756,21.38140855,21.29586306,11.86528054,9.799594275,11.59766175,5.038173782,9.590494815,8.341131282,12.27679639,11.50703857,9.015577543,7.38671819,4.051829265,3.3959209,8.596360026,10.17093182,5.75489675,8.666863464,10.36631593,10.22505441,4.676277776,5.643978482,8.287281417,9.15322985,11.21015464,12.23882904,6.99799379,6.933310857,3.692332766,-0.522451773,4.004096433,5.993819049,1.352046634,4.49426592,6.786184687,6.983350772,6.992378168,7.652585402,8.601158727,4.811593729,1.028654718,11.1091193,5.794273638,5.748270156,5.628839172,5.647022256,4.555319529,4.579210221,5.082791911,4.774293988,3.026671052,0.294158845,7.179989036,2.165341616,3.126313143,5.11365176
Europe & Central Asia (excluding high income),ECA,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.592011974,-11.41261107,-8.26939563,-17.42642394,-1.606228509,2.640956857,6.782335288,5.826708265,-2.38306567,8.212591585,-1.974202473,7.548439302,9.889858341,12.14656275,9.411197872,12.66852591,8.922358466,1.156180024,-7.09778884,9.3234658,11.20094546,2.912279894,6.73777159,2.431875804,2.241977643,3.136421316,7.241527427,2.170938677,0.381126776,0.906812003,10.23959237,-0.476453237,3.952793476,3.434167873
Europe & Central Asia,ECS,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.718680756,-4.375854494,-0.192767943,1.127575936,0.235146256,2.084863626,2.040446436,2.711876447,4.41067132,1.681122083,0.858489,1.750176907,3.405430761,1.907598241,4.439751972,3.149350479,-1.050499719,-10.06104238,4.744145524,2.832857154,-1.015089817,-0.064605059,1.764591218,2.687152919,1.855408641,3.340033085,2.18924578,1.086849256,-4.181288792,6.808647225,0.582149222,0.125599849,0.354546834
Ecuador,ECU,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,8.022432397,0.539953108,5.187630934,14.61207831,10.54460307,-2.146751294,8.68075231,1.112576492,6.14919852,8.260877316,16.76758387,10.30124412,29.63015923,7.441080374,9.609216753,8.26695481,-3.013877425,7.90183983,1.006736198,-2.269256737,0.764907838,-0.269528541,3.021676027,3.162707204,4.592625963,3.825894916,-7.662360386,13.02692772,-0.361891497,2.216585625,2.304009872,1.973845853,3.81405304,7.204917259,-0.345394535,-1.617356612,1.750829372,0.458846028,-6.358090354,17.1694709,4.165541736,3.37286405,1.632270669,11.05886405,3.791502247,4.376401952,-1.627775898,4.961159954,-0.565910261,2.312870488,8.541900142,4.850990227,7.919451165,3.84977232,-2.443789706,-0.923923644,3.866927834,-3.958218664,-1.470314093,-11.49284919,11.84691645,5.507047737,-0.319032778,-3.659265087
"Egypt, Arab Rep.",EGY,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,9.309689676,17.06257242,7.894085624,12.17889908,3.20997751,2.595087162,-0.521336165,-4.988354038,13.58529111,6.312860018,7.786526683,3.192640693,2.163083377,7.71204927,16.61375906,12.96447378,12.37607511,13.29749942,9.7205033,14.14050127,14.90724728,2.305343309,10.30087446,11.99946251,11.56568686,2.882030326,2.550433782,5.621257486,6.137056198,5.401615828,5.302166445,1.503940359,2.226901315,5.451573899,5.012632441,4.910840635,4.60195411,6.73583191,6.683757771,7.402539724,0.29039097,1.730811729,2.719926269,3.396296455,11.24380903,6.953782941,7.392038201,5.384586466,4.827229511,0.427895432,1.196708775,1.252318102,2.695842586,2.223428673,1.271416436,2.475345201,6.32716814,5.457995328,0.612534481,-1.167652151,6.858866047,-0.567161674,-1.916320387
Euro area,EMU,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099137655,-4.118266473,2.745953092,1.328843246,-0.256566579,2.103635974,2.173977892,2.214830816,4.317487468,1.226247714,-0.14727632,0.515791229,2.467100128,1.229779329,3.698507484,3.142057731,-1.895781429,-11.32026961,4.962451723,1.65026742,-2.314690831,-1.419330611,1.478555481,2.74249784,2.210501748,3.13037233,1.928482736,0.750045436,-5.856219326,7.16210612,0.595058756,-1.084395774,-1.148951812
Eritrea,ERI,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.43391378,13.95555334,21.21684861,36.93693326,19.75250852,-6.461737109,2.810794354,-6.365614423,-8.300944193,8.189224919,13.63054671,4.568952697,-9.001878753,-7.884605875,1.735511066,1.443841557,-0.24226238,,,,,,,,,,,,,,,
Spain,ESP,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.579351781,3.917065391,4.61617393,5.306971032,5.113161435,4.620569524,1.577011894,2.134414675,0.960823922,2.366068497,2.522701955,1.073417121,-1.45294384,-9.77775427,-3.730328845,-4.714094328,-6.589364031,-5.981330791,0.92235063,4.121657856,3.548628634,3.778537572,0.917087552,2.659610557,-11.67684574,3.894080311,4.308628272,1.091353652,2.555696177
Estonia,EST,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.877988671,13.4985832,6.417929006,-5.83647149,19.98718362,8.407020642,7.87749391,8.881645352,3.756526515,12.09035673,9.417596291,7.011444665,-3.186292445,-23.75331794,10.66786403,15.49578506,2.117593242,2.282875653,3.007324815,0.010281379,5.966741611,6.222958544,5.161529892,2.592669864,-3.484642131,8.213167612,-5.351629774,-10.09777624,-6.959288915
Ethiopia,ETH,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,8.918681614,7.657431522,4.665137477,8.141035034,4.39345391,6.056419764,-4.110626202,-1.48140297,-4.868957789,-18.43128402,-19.86214205,26.89780863,7.209447726,8.126291563,4.341592053,3.678112962,5.206390559,5.48374363,5.348708188,5.114180727,8.32587445,6.475584149,11.64520548,9.431168853,10.16407442,9.523255064,10.13032771,9.673308143,10.81715582,15.01086434,19.63782487,24.10271589,17.04233384,19.84619306,23.94405005,20.5721411,12.73994972,12.55571653,9.635115079,7.266068901,4.914844157,6.931314932,9.239833701
European Union,EUU,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.038878836,-4.145989016,3.048456621,1.850713592,0.035420649,2.040183068,2.156798937,2.285134402,4.237296181,1.251589965,0.160035698,0.767505466,2.960036563,1.518214997,4.213790946,3.408081017,-1.357117943,-10.64943713,5.000504899,2.175118593,-2.356029943,-1.578072965,1.847637071,3.118521141,2.133708844,3.237248876,2.181289479,1.043406751,-5.693534728,6.894730517,1.01387746,-0.890223171,-0.73223777
Fragile and conflict affected situations,FCS,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,-3.693153369,0.815304085,1.463561694,4.651095347,7.111294039,0.645282141,2.197127296,3.523951028,0.18028773,3.060958848,1.911056073,3.713992644,5.77760303,8.264143192,-0.577191128,-10.39282902,-3.446892745,-2.150914525,3.012898642,0.051479883,6.569936665,9.485982172,7.907548961,4.739108561,8.989931091,0.511296352,2.733842137,3.459385402,4.9995564,3.833806171,8.363135722,8.062004441,-2.531755432,-17.37377053,8.426639424,-0.080077552,-7.801802011,-0.725339961,-1.291892546,0.748226471,3.545140783,6.535838278,-1.919186953,1.134953969,-1.638829013,-0.673881613,-4.0420773,-1.953918648,-2.197479334
Fiji,FJI,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,12.59751994,13.15389238,9.79762414,-9.893297109,9.687821918,0,7.556446195,9.48904753,-4.250005273,-4.786770018,3.1078575,11.17022727,-0.079757936,15.96169974,1.376469805,6.313636385,-5.874837364,-7.326993697,2.122977397,-6.881728889,11.54734056,-15.04485084,-6.498776428,28.68635659,3.049916094,-1.587519316,10.17369239,5.539636971,3.936666949,1.719618726,7.405540057,3.034223438,1.206131585,8.063770891,-5.442569412,7.27053396,2.25925483,0.842296659,10.02328288,-6.633477604,0.663292408,-5.151560134,14.08593923,1.042939094,6.533354773,-9.790103544,-2.240492898,4.422694007,14.38523049,6.89294215,7.241962154,4.208882337,5.486041135,-0.896543866,-10.19422492,-6.682346133,8.282177559,-4.864501642,7.321272725
France,FRA,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,8.396845977,6.941177076,7.548961773,9.755824692,6.73697949,6.181048827,5.044019615,3.890120713,6.507622205,8.818233471,7.595780891,2.580014718,6.534817477,5.644786387,-2.261617376,3.129249822,3.473534142,0.781149204,0.892832889,0.737568916,-1.040523358,0.041735911,-0.022928977,-1.032688666,0.528262268,1.487798302,1.116615046,5.412633522,4.05150032,4.175897875,0.947948914,1.413095484,-4.164690852,0.553593751,3.257978287,-0.443196797,1.211078456,3.685281843,3.826759858,5.233629512,2.522712989,0.323561763,1.276500217,2.444208912,1.481181931,2.386874421,2.965752492,-2.369832736,-6.592363884,0.133167129,1.61779928,-1.612084988,0.94298546,-0.257595953,-0.129788151,-0.669257362,1.334302085,1.699432994,2.002194206,-8.511246657,6.329706159,-4.791865847,4.381435875,0.667076398
Faroe Islands,FRO,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.37603989,-16.66880377,15.46725606,0.740215765,6.550457281,3.037758954,-12.21451809,-4.562526515,-3.905315387,-2.425899848,-20.86578215,-7.709928372,10.372117,35.49045556,18.03830195,11.92978092,-1.290066968,-20.05276657,-28.62198385,-6.200838902,5.956909796,0.992525849,-7.545122035,0.275448991,-10.13043278,-2.658597877,-4.463504842,0.784188293,
