Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Gabon,GAB,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-6.572029441,4.877133745,-3.112144518,13.49455418,0.130123746,1.754385787,-17.81609167,-0.466200758,23.94613583,16.48559282,-8.085969177,1.047089616,6.272740508,9.052314432,5.23671983,3.568019094,3.652494526,1.345042242,-13.51321707,-9.372225746,0.839630563,-0.60270033,3.354238695,1.399005883,2.159314004,-14.20411731,3.114538272,-12.51354912,-3.600807832,13.21867358,8.267255537,-0.126231523,2.416567514,0.609903745,2.303201571,-0.178731509,-6.605679178,-0.843786754,6.856762866,-2.35144672,3.219025024,3.186884616,3.937387641,2.756145585
United Kingdom,GBR,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.986675354,-1.078570353,0.904024466,3.454457438,1.530361734,2.865292642,0.979123831,4.33038489,5.03375205,1.505576652,2.658450036,0.873836675,1.111137305,-0.211232564,-0.900140053,3.115863652,-1.560828694,-3.654394452,-9.696204015,0.580851501,-1.640921989,-0.017117791,2.992749365,2.612874509,4.587962543,-0.437498275,1.648082248,1.474282938,1.397028865,-2.306507234,3.009109749,-2.046646889,0.288593725,-0.529679242
Georgia,GEO,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.71732186,9.186586424,13.1772626,14.47521289,-4.695695167,-3.789073597,-6.009021355,11.13568208,8.03564675,2.433214833,6.594921082,8.122612584,8.972650572,9.581748796,-0.065069392,0.901929722,-3.436259285,0.971163825,15.3667968,5.127092761,5.41265504
Ghana,GHA,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08452481,15.07006266,4.48682828,6.947396653,41.63977037,11.0435704,4.985571413,1.13094972,1.151301931,4.322687408,15.61442038,10.50299408,6.365811984,-2.496141615,-0.478522571,0.593509861,-1.745562581,7.106558455
Gibraltar,GIB,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.233256352,3.064186726,3.106390753,3.534821932,-0.927361284,1.1114831,7.069135496,1.906103385,6.762787988,7.96782083,3.3107874,4.83905243,6.237797576,4.406221432,5.150197302,5.076816296,0.084248089,2.99389954,3.758226711,0.999557911,1.809907172,7.304243425,-4.355358853,1.247648586,0.715779553,4.385762688,-4.220120744,6.294037766,-2.722526058,20.24790245,21.47291707,11.09027791,0.988501858,9.352081241,4.50367688,5.65037896,7.762228692,7.062661779
"Gambia, The",GMB,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.821443971,3.935136841,2.589573147,-1.018202373,-0.733118734,2.899176041,4.483455125,5.164272237,3.629139458,9.573101562,22.61226659,19.22001111,-3.5477608,2.028050799,14.77138037,8.220950233,2.87995352,3.794434706,10.14849332,2.440541125
Guinea-Bissau,GNB,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.06599065,16.81666709,-8.343713566,17.20169726,47.07648452,5.382746848,-19.49464827,2.852934667,1.255833637,3.726933807,-3.851096159,7.28184858,12.78928559,-6.455461075,-3.116322218,11.84793964,10.82411451,-6.245583256,0.952640483,7.617125858,30.24240357,4.443022989,4.18285518,-0.390145584,2.374115115,12.83804334,7.963891715
Equatorial Guinea,GNQ,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.21859122,18.06552835,0.77573499,-14.23932069,6.519697352,7.804116173,-9.224763319,0.116608325,-12.25018389,-11.03367935,-6.59633358,-11.71785672,-8.709822813,-3.511194928,-2.940997594,1.755657321,-12.92152676,0.757672391
Greece,GRC,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.801993613,2.695444217,5.497113902,8.051284461,2.587033354,6.479364,4.791594454,12.10110358,2.925185734,-1.285011748,8.390784682,-2.048096874,-11.81376705,-0.651276499,-10.0793774,-12.03686725,-6.088685203,-6.509593599,-5.616286471,-2.29533199,1.303547174,-1.252076638,5.954444619,1.652139481,-4.340040348,12.95302955,1.858224564,4.700727174,6.140080707
Grenada,GRD,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,9.699121938,13.59073672,-5.282054721,5.863467988,13.69836824,-4.513099591,-5.332720977,13.90123887,12.34693435,16.25686037,8.227302185,1.3805417,0.516026805,7.101502954,0.445704021,-1.12176439,5.442257734,5.324705,5.335298308,8.280501136,16.7011595,8.115413215,12.05648122,-8.992243525,2.419466779,13.76250087,-0.646239926,57.81382207,-21.3572368,-1.837848489,-4.389907825,-19.31192375,-1.121875325,-5.901005978,-8.691947167,10.83018708,-1.665008038,5.328714336,8.159645233,15.05398387,10.07305339,-0.571952733,-14.82064362,15.3319317,17.37605303,-2.891260354,2.9
Greenland,GRL,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.63439138,9.307671453,-10.63151345,13.80463961,20.70078283,-2.890028772,3.358817066,3.028398602,8.91796801,-2.428624267,7.131619762,9.479507449,8.697367463,-2.929680045,-1.579584461,4.470385177,20.98854967,-11.73087257,1.606679551,-1.293539024,
Guatemala,GTM,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,10.92903683,-1.44741993,5.428005115,10.52849287,5.822566684,10.12724767,8.533067838,7.088811757,6.573103557,3.089665043,5.804231534,8.005137187,10.30507153,2.557318651,2.061513685,23.94275983,11.73821813,6.290370085,7.237760264,6.935191406,1.526679442,-6.602424302,-9.824298419,-7.333095987,-2.475342371,2.540676449,4.521027809,5.326201583,3.873462737,-0.149566202,2.468890751,9.481597401,2.22824291,2.451506995,5.374244781,3.490172655,6.524098868,6.272869751,4.173202367,-2.542429909,2.980201434,5.777155513,0.596185497,0.339768743,2.685607775,6.493129512,5.392571685,0.952688119,-2.845025427,0.279577169,4.235321168,1.432574366,3.355244225,7.191175334,2.910839652,1.74396978,1.812779917,2.578441769,4.24279583,-0.827214813,8.539417582,4.862620376,1.24738325,1.966829405
Guam,GUM,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,6.476531656,13.73110408,-18.27249529,19.52772071,9.386095085,5.952186759,7.121392066,6.865072869,8.620223438,5.425926924,-0.969326671,-6.583579371,-7.895115736,9.112757855,14.15590003,2.804791615,-1.95600917,-6.417917519,-3.729003231,6.633293962,-17.39354611,-15.75999245,-30.76147875,5.023992204,2.904848863,10.04483045,14.37517436,-4.63060937,-14.50381679,3.954081628,9.693251481,-2.908277428,21.31336413,9.781576504,0.692041471,11.25429557,11.58301163,-0.06920422,-5.470914077,1.611721562,2.52343191,-3.938115363,-2.562225519,-1.277235089,-0.684931536,-0.766283512,9.908917068,-0.483699437,1.675680661,3.189956891,9.179932889,4.546186413,7.28237138,-5.636223152,3.555800156,20.90035905,-2.674643423,2.986461229,9.257938687,162.6713703,33.52321294,98.52696927,42.54188314,53.27975662
High income,HIC,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.493801736,4.399500519,0.201503071,0.589442469,2.260615818,3.636705296,2.397665746,3.793732837,2.798445997,-0.353966621,-9.396526621,6.476708078,2.232062183,0.267362416,0.62744162,2.376100829,2.487057704,1.680444539,2.73290295,2.475715042,0.432618163,-3.803723413,6.134314228,1.78864546,-0.186703306,
"Hong Kong SAR, China",HKG,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.774461331,-3.201209287,-4.693101049,-1.862578093,-1.406950986,-2.134314637,-0.174773306,1.43897499,-4.699692205,7.647295851,8.865375081,4.359604122,1.498427134,7.39603266,2.410539925,3.024093909,-0.648270047,2.432628092,-6.398280386,-11.20518185,1.262977857,5.055540614,6.861959117,3.395091339
Honduras,HND,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,-2.496532889,13.67943001,1.727787996,2.396167771,2.99149163,1.783145847,18.47979736,6.653947532,0.626117569,4.222221724,2.985075652,7.453415979,13.68015371,5.084745823,0.483871314,4.815409348,13.16998435,6.544735245,6.295143542,-3.595359209,-5.174936907,1.235561271,5.906162835,10.45086506,4.559127652,9.836814452,7.246423024,-0.803836874,3.203070961,4.319843238,-3.369456834,8.869314027,9.678661085,1.016250462,8.556809537,-0.26775478,3.41037204,2.780495878,3.213735127,0.257238715,0.465917794,2.390572391,4.353396661,3.501110355,7.635657579,6.332123606,6.296098316,3.84080537,-7.693287103,2.972994276,4.159470695,1.940075371,1.909010014,1.196368451,4.196111241,3.71370469,4.501681814,4.067902835,1.637534293,-14.86062903,19.71028065,6.968398539,-2.369026691,0.78312249
Heavily indebted poor countries (HIPC),HPC,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.43354484,-5.320695436,-5.380007617,-6.829649784,-3.686642422,-1.390948335,2.223222485,4.448466639,2.637790339,3.933606741,4.439869009,6.569362899,3.273852441,6.11937372,3.811204551,6.73885024,7.032034024,8.160636177,4.69812309,4.572323382,2.919200646,6.061016171,8.150617269,4.766648113,7.071607929,5.330004995,5.692920806,4.15159665,7.48699198,6.956295902,6.05285262,0.871458951,5.234085631,6.459143543,6.464686102,8.06419117
Croatia,HRV,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.967310997,10.35019625,1.857517294,1.59690124,4.494960457,1.430587181,3.100733554,7.609629572,4.965293783,5.168944151,4.96784659,4.294901577,1.786626079,-10.32188114,-8.825917656,-2.238023059,-7.545112887,-1.036836828,1.039410877,1.987354773,5.191263435,1.45288722,1.144639985,5.778878314,-4.812519636,11.85008322,5.898134251,0.561965934,2.136562709
Haiti,HTI,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.713392466,-3.706219597,-1.059122784,-9.870827881,-19.50783061,-30.48747456,22.25731316,-0.211989182,3.812014426,4.131109909,2.307589077,2.655421625,-0.79089353,2.419489719,2.41945168,-0.118999069,3.141265277,5.969136921,0.782271385,3.622771294,7.996759663,-12.15531735,11.42968323,2.484963782,5.2654182,6.709871037,5.469801567,1.099591853,0.758039625,1.06509223,-8.779438531,-4.837956669,-2.483389618,-0.374282701,-3.821915938,-4.707740279
Hungary,HUN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.598116953,11.0674498,8.342031842,5.045273003,5.016381905,4.017724391,7.552750297,4.342653386,4.901090217,4.843280366,3.977309319,2.998594991,-5.429281504,-12.31789275,3.518647889,0.110983809,-2.419017033,-0.780426383,6.715343385,7.671368842,-1.006005759,4.997517964,4.50992601,5.26881418,-7.553463059,5.880485479,1.583829717,-5.393422008,-2.518910929
IBRD only,IBD,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,1.125902367,5.445074822,6.099026948,8.258795606,7.273946109,7.723394135,4.111840401,7.864441622,10.87902807,9.008111523,7.808601299,8.32817788,9.05417638,4.810808728,2.241193071,8.398585012,3.297301756,2.552089854,4.24769265,2.577216459,1.449939478,2.743770476,-0.08708913,4.571699999,4.242302973,4.828843034,5.432891735,3.918882169,3.339498064,4.085810265,0.908185256,-0.427339474,3.292808014,3.701591928,4.511540888,6.24294254,6.270625148,2.359373323,3.696943046,6.717569842,3.184478061,5.067481609,7.272508976,8.714739661,7.427804153,9.055120414,9.133353429,5.645519488,2.644907653,8.991239724,6.88159297,5.407327371,4.861997275,4.802303867,4.176845413,4.63114429,4.590905875,4.259574916,2.594043942,-0.727460345,7.6740617,2.528911944,4.146140793,4.32545222
IDA & IBRD total,IBT,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,1.32795695,5.745698187,5.962248676,8.681579221,7.321986669,7.580919235,4.016148167,7.883334362,10.7646876,9.053002588,7.537978427,7.804595546,9.105309449,4.976117004,2.042226549,7.954642632,3.281434001,2.457922432,4.196814198,2.691599684,1.610375119,1.921601341,-0.762029189,4.591715643,4.244928263,4.467778372,5.384815368,3.994940406,3.125639884,4.291609712,0.718139946,-0.401317436,2.788687666,3.331944564,4.334273329,6.282454308,6.052817349,2.294697551,3.680088749,6.709676051,3.212300694,4.945736866,7.236440195,8.596922471,7.348783401,8.77902327,8.83454373,5.524336875,2.665004095,8.919263925,6.798526893,5.096467431,4.798298447,4.907380526,4.053669946,4.514888244,4.709671886,4.367184746,2.734928157,-0.767128533,7.504942716,2.618936727,4.108266315,4.347338975
IDA total,IDA,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,-5.216969099,-7.080306362,4.794585984,4.271474384,0.847938329,4.905004595,4.706921536,1.185833993,6.198050161,-1.49446852,-0.090556306,-3.230761938,-1.514985024,1.897565196,6.861028367,2.88188732,1.322779133,3.424218753,6.587718845,3.622371455,3.15895458,6.698184931,6.829562012,6.143093246,4.515374443,4.171915464,3.543342394,2.983090001,7.785537229,5.473081049,0.069983115,3.713377757,6.715946481,1.971607153,2.507288697,6.803109103,6.224688698,5.121808328,-1.423032064,4.688871423,4.175020997,3.461365242,4.720701314
IDA blend,IDB,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,-7.55582042,-11.42408928,3.006363254,5.103586471,-1.046791642,5.266468598,6.194921476,1.660193503,11.04254489,-0.300440621,2.496519167,-4.178561936,-2.570565441,-1.351238285,5.093910192,1.597995441,2.141067318,-0.489223628,3.889561596,4.39329237,1.586233087,7.76573692,5.823330956,3.907725331,0.966788577,1.248859095,1.609738127,1.037541954,6.629442412,5.55234624,2.915163864,3.449976759,6.222855333,2.457648167,-1.338572227,4.476881757,4.754241458,3.40983824,-3.918269689,3.75561319,2.157531964,1.228375955,1.761863903
Indonesia,IDN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,11.78571429,-0.319488818,-4.967948718,0.674536256,1.675041876,1.812191104,3.074433657,17.89638932,18.50865513,14.04494382,11.33004926,13.27433628,12.5,11.14243825,5.631659056,11.09990394,14.15416541,6.002651013,9.81064666,12.45445081,8.69691008,-1.416023423,3.037421027,9.709880996,-0.403635967,6.648055939,5.198539923,5.237438091,7.847665182,9.89024274,10.26906608,5.767337988,7.20589329,11.16801815,10.4201668,10.68953259,5.17132772,-13.95133111,1.968092928,5.890025647,2.733944445,4.262712502,3.755080393,3.941072818,4.703961793,4.488549697,4.719999564,3.738157326,3.588287877,4.919249327,6.349754192,5.305284956,4.34215208,4.232211488,2.991831063,3.824482261,4.091131457,4.343263312,3.809958372,-2.800135982,3.417158076,4.105641355,4.997680937,5.165844691
IDA only,IDX,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.512980163,-4.609638386,-1.451817205,0.411435697,7.580736122,9.637365967,4.815431459,0.130286042,9.241813561,10.24141978,2.735906612,4.9965667,5.506526963,7.97547509,8.635369496,8.299617966,6.963514362,5.291328185,4.643267705,8.735370594,5.409219011,-2.225422412,3.937054279,7.132317989,1.564672958,5.755517039,8.636054368,7.338965283,6.38786732,0.370625098,5.331061428,5.563936766,4.958996923,6.646528785
Isle of Man,IMN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.627710537,-3.642698749,5.029357995,-2.871426413,-3.340513092,10.32221489,-5.098411028,6.65859189,9.954880689,-29.46527325,,
India,IND,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,6.712676594,7.072027924,9.447274592,6.479269772,4.525376828,3.568279108,3.341438169,4.726125464,7.293740607,0.348007685,2.509951253,3.742333488,0.592743157,1.564940451,7.418779087,8.408161396,6.82266577,6.618877083,-2.959241017,5.650548272,8.294633162,1.959145178,7.548804685,3.923491316,4.465440879,6.126621387,5.468973211,9.514262023,8.254601414,7.555503578,0.586682301,3.078917781,5.2040406,9.146753856,10.8934388,6.010099069,4.397631711,4.094095935,5.870490391,5.797347937,2.57105967,7.275053288,7.076718517,9.746277199,9.573287129,13.24083359,8.023870492,3.99922669,8.844575101,7.896980228,3.626450393,3.269180542,3.785891906,7.000633486,9.577346166,7.72008398,5.860542318,5.316411491,-1.400032742,-0.439885659,12.24412387,2.484500095,10.81871626,5.577806439
Not classified,INX,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.238824416,15.4108419,12.1141573,12.43400294,12.57249381,4.972121818,9.319817342,0.955220932,1.536010124,6.4624081,2.685693312,4.558306997,-7.923952228,-9.870580033,-0.952189683,3.227215558,-4.576645705,-2.181978552,11.43007199,65.6216461,-0.606562116,4.088614794,10.50222834,2.289577521,19.83242109,21.30300074,15.90951204,-20.76283368,-4.921289248
"Iran, Islamic Rep.",IRN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,16.86195957,10.65677784,8.263915285,9.057205993,16.9038797,12.11031452,12.12929977,16.1042786,18.43497512,12.25354758,14.90413872,13.1074521,12.13672198,1.090495351,-9.128441266,19.80580736,-8.610838685,-20.88394034,-21.53455224,-47.11173622,-1.811503508,63.89814067,7.309629383,-15.48170936,-0.932239397,-6.786463107,8.907251754,-1.853286223,4.874523166,18.78664716,16.74593128,0.997976922,2.435170924,-3.306172665,0.007660081,6.671778595,-1.785244675,-0.307424362,0.581227263,9.426648181,-0.055576361,8.34581353,10.34269993,2.803537613,2.911824026,3.838433215,5.126017845,2.844275523,-0.829419205,6.182454055,1.838208449,-13.4123821,-5.719130472,3.951467129,-4.717583338,17.24084188,2.311171295,-7.847399438,-10.98350027,7.799528883,3.207593856,7.398422367,7.142371385,2.832311096
Iraq,IRQ,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,3.184317524,1.098367864,9.050666036,-12.02111517,37.20209292,7.79128006,22.67630441,23.82983608,-3.396609719,22.5831791,31.54698297,4.713574548,-16.87087685,4.770966849,-9.708789411,-10.13721656,-2.309402128,4.243836104,31.81049439,-4.329597505,-10.33069443,196.0749357,-80.29677881,42.22083268,-9.530412517,13.54185586,14.37075167,8.839329157,111.379529,59.63428002,20.06681213,2.524776704,1.551113541,-12.2439869,-38.88449258,42.51033186,-2.639735306,5.618061013,7.108039013,12.33515571,2.863114466,5.065421287,7.240186307,15.64801369,5.794169044,5.741506028,8.253569317,21.14728547,-3.578937401,-1.620091272,7.354827437,-16.43414471,-0.109917831,11.98713557,-4.450882531,-2.65128276
Iceland,ISL,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.697838471,6.332003441,4.169258033,3.419220223,7.934789243,2.531271754,-3.049509214,1.907756283,11.53844388,7.859385347,8.223147366,4.285939616,-2.37618423,-18.6214371,-2.688321643,2.277477006,2.585694115,6.444458944,4.093779736,5.160764982,6.627449034,5.133183363,5.647048333,0.372987934,-2.962656843,3.447304399,8.933110116,1.330502939,-2.276379546
Israel,ISR,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.909420258,6.492994989,2.015787144,-0.721947844,8.561591888,-5.277121871,-2.679543356,0.376421342,-0.46663865,8.017561538,3.899650031,5.602864461,-2.093425093,-1.6579843,13.00719498,2.696541575,-0.425600893,4.868426677,-0.923731595,1.238805156,-1.485012591,3.574701033,7.139835056,3.674927084,3.569558321,9.621703498,3.916064033,-1.217819326,-4.235532155
Italy,ITA,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.642249615,-0.276562318,-3.288772695,3.751164544,3.917931961,0.413417983,0.050704872,0.876046323,0.074061558,2.908688706,0.572176904,0.590796199,-1.295260981,2.016037116,0.395783691,3.124571392,1.743732288,-2.782689631,-15.09119658,4.289508355,0.338864416,-4.75533001,-2.646613676,-2.325949069,0.748293814,2.285997202,3.043800325,1.26033842,0.699474895,-10.99172598,15.97644933,3.254588845,0.173713351,0.201460919
Jamaica,JAM,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,-0.619564889,7.444740936,-0.550782704,14.54612962,2.767830892,5.867102991,-0.407567295,-1.240823931,-4.01328577,-11.57539774,-6.006607394,-1.161477145,-3.21746686,-9.493579572,0.865814995,-1.751441613,2.940502835,-3.617779113,-4.56122527,2.285996586,8.303456529,6.666175375,13.55930042,5.449789175,-1.961488854,0.724519019,2.253901969,-0.110558027,1.1608202,-3.906315437,-2.084854164,-2.64778702,-0.43091624,-0.35357188,0.043777289,-0.278094448,2.808907673,3.82671399,1.931544045,-1.312291389,1.505570611,-3.181018774,-12.95446214,-3.235822847,2.864640848,-2.865695016,0.525946248,0.172673595,1.592702106,1.079683022,0.834905067,4.760331197,-0.749302179,-5.697872442,2.380104539,-0.383839011,4.977336068,-1.514521589
Jordan,JOR,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,10.71004111,16.2670032,25.80147147,12.897164,13.85430644,14.67464277,3.214476158,10.44465731,-13.49895581,-0.651715023,0.146070704,-10.62108837,4.75031895,-6.608316364,2.963210985,30.25362117,8.503228926,12.05331438,2.892405253,-4.591758036,5.476867685,1.526039822,6.662658279,4.103213887,8.645455329,14.91691319,1.841700396,13.00465709,7.138065287,9.708303942,9.064319274,8.0246367,-1.93286717,2.184467057,3.798249428,0.476728389,1.839100539,4.102869415,2.403067007,0.814221103,3.142799213,1.111589452,2.618713556,-1.330396015,2.69631737,4.397826474,4.284603699,3.726221061
Japan,JPN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.650529267,3.905453884,-0.351863045,-2.966971853,-0.869501,2.34983697,-3.926398228,-2.1021325,1.600371363,2.958259154,3.181646869,2.498928383,1.717791191,-1.118350771,-15.16201802,11.25433691,-3.164707933,0.246954145,1.608036908,2.523376138,2.455530757,0.900401468,4.159440577,2.474565668,-1.684768049,-4.453043706,6.24404814,0.38177891,1.446219054,
Kazakhstan,KAZ,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.729327009,-22.91954198,-16.2845075,-25.57984431,-14.2254695,-2.756589071,4.533766446,-0.400562849,3.403194292,15.29510712,15.37734629,11.75712503,9.211626985,11.12527235,10.527265,13.36199504,7.982747147,2.542699737,1.51115972,7.415450131,3.474837796,1.897677777,3.125740657,1.759097117,0.104753704,1.710463417,6.3000325,4.455260088,6.617818111,3.054552778,5.095183399,4.15041296,8.111475408,6.603676415
Kenya,KEN,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,3.596178161,8.011248148,5.768173671,13.1635807,7.480181685,-5.66661409,26.28304456,46.54850195,7.88541558,0.797526268,0.460752977,-0.379645377,12.85061666,10.57345418,3.533964337,5.331623358,4.000695755,1.689245583,0.472048618,2.129756497,5.873701519,3.977131369,5.289068115,5.360113487,6.17945085,4.665249185,2.534545905,-0.051833757,0.200527788,1.904652407,3.534948822,3.395724537,1.19181291,0.235555223,-2.363611644,-1.83203375,5.4973557,2.346471004,6.119219045,4.072766281,4.388041769,5.889874432,6.134394903,-0.047488061,3.695978401,8.926801673,8.304153266,5.456686839,5.673046801,6.188688356,4.061813432,2.497322837,2.764916483,3.83058613,3.953114648,3.347970915,7.47094849,3.880256028,1.877544083,0.2
Kyrgyz Republic,KGZ,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.04971705,2.730262422,-2.184287525,-7.493664252,-26.08348211,-22.86802239,-37.30493922,-12.27966228,2.56173464,19.80456892,-1.785480421,-3.81455829,10.15576282,4.497961805,-9.031983601,12.72611534,3.047624097,-9.848832512,-7.048846387,10.29633943,13.95415698,-0.317929262,2.525834684,7.309703076,-11.36412855,30.18581234,5.718153761,2.898493108,7.066981382,8.56243115,5.932164773,7.967214428,-9.513038766,2.529816359,11.0717502,10.00686748,9.447552947
Cambodia,KHM,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.90756772,4.385804125,16.81165189,6.207449943,21.18578926,31.18857752,10.67760002,15.42902168,11.73982635,15.33745469,13.03462643,17.48959414,9.055408938,6.050238181,1.745126164,5.682962993,13.05109601,9.522745236,11.35008866,11.15175091,12.57305563,13.68821499,13.05836496,14.7974309,13.03930256,-2.208161942,8.408386448,8.231623445,5.386258546,9.544653968
Kiribati,KIR,"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,-3.559570536,6.126689925,-0.712737575,2.124898357,5.497882548,7.715959225,7.7143502,2.994642845,-6.431824323,5.323667733,2.968095879,35.2098002,-12.08461435,9.376523859,-2.156550538,8.719991668,3.172075201,7.88774243,36.11424883,13.05828888,5.011639531,2.654177984,3.611473188,-5.529129009,-16.04831123,-0.894921675,16.00640224,28.35834214,3.244471777,-1.519201086,13.63179736,16.21452739,7.439122504,11.36879254,4.394122973,19.73120765,8.363359405,-11.26386049,-4.07889708,-13.80424426,6.059509813,29.28285154,-6.227723667,,
