Code,Service label,Exported Value in 2019-Q1,Exported Value in 2019-Q2,Exported Value in 2019-Q3,Exported Value in 2019-Q4,Exported Value in 2020-Q1,Exported Value in 2020-Q2,Exported Value in 2020-Q3,Exported Value in 2020-Q4,Exported Value in 2021-Q1,Exported Value in 2021-Q2,Exported Value in 2021-Q3,Exported Value in 2021-Q4,Exported Value in 2022-Q1,Exported Value in 2022-Q2,Exported Value in 2022-Q3,Exported Value in 2022-Q4,Exported Value in 2023-Q1,Exported Value in 2023-Q2,Exported Value in 2023-Q3,Exported Value in 2023-Q4
5,Construction,215797,219121,217941,208136,246996,158603,190532,243351,236150,248404,241654,272159,243406,270422,249726,263294,271471,292855,321089,
